CNA	Gene	KEGG	Cosmic
chr15_25300532_25775588	SNORD115-11,SNORD115-47,SNORD116-11,SNORD115-4,SNORD115-48,SNORD115-22,SNORD115-21,SNORD115-41,SNORD116-19,SNORD109A,SNORD116-25,SNORD115-18,SNORD115-5,SNORD115-28,SNORD116-7,SNORD116-30,SNORD116-13,SNORD115-44,SNORD116-14,SNORD116-16,IPW,SNORD115-15,SNORD115-6,SNORD116-10,SNORD116-6,SNORD115-26,SNORD115-23,SNORD116-26,SNORD115-37,SNORD116-23,SNORD115-35,SNORD115-9,SNORD115-29,SNORD115-40,SNORD115-14,UBE3A,SNORD116-20,SNORD115-45,SNORD115-19,SNORD115-2,SNORD116-21,SNORD116-29,SNORD116-8,SNORD115-10,SNORD115-20,SNORD109B,SNORD115-30,SNORD115-16,SNORD115-24,PWAR4,SNORD115-8,SNORD115-27,SNORD116-28,SNORD116-5,SNORD116-27,SNORD115-38,SNORD116-12,SNORD115-13,SNORD116-3,SNORD115-34,SNORD115-43,SNORD116-24,SNORD116-9,SNORD116-2,SNORD115-33,SNORD115-42,SNORD115-3,SNORD115-32,SNORD115-36,SNORD115-1,SNORD116-22,SNORD116-4,SNORD115-7,SNORD116-15,SNORD115-12,PWAR1,SNORD116-17,SNORD115-46,SNORD116-18,SNORD115-39,SNORD115-17,SNORD115-31,SNORD115-25	Ubiquitin mediated proteolysis_UBE3A,Viral carcinogenesis_UBE3A,Human papillomavirus infection_UBE3A	NA
chr15_33137830_33319007	FMN1	NA	NA
chr15_35725512_35835451	DPH6	NA	NA
chr16_48602541_49570632	CBLN1,N4BP1,ZNF423,MIR5095,C16orf78,ADAM3B	NA	NA
chr16_50155763_50712731	ADCY7,MIR6771,PAPD5,NKD1,BRD7,SNX20,LOC101927272	NA	NA
chr16_54354468_54604131	LOC100996345	NA	NA
chr16_57640350_57843887	KIFC3,DRC7,ADGRG3,KATNB1,ADGRG1,MIR6772	NA	NA
chr16_62860263_63264418	NA	NA	NA
chr16_71113974_71733879	CMTR2,SNORA70D,CHST4,PHLPP2,TAT-AS1,MARVELD3,ZNF23,TAT,ZNF19,CALB2,HYDIN,LOC105371335	Ubiquinone and other terpenoid-quinone biosynthesis_TAT,Glycosaminoglycan biosynthesis - keratan sulfate_CHST4,Phenylalanine metabolism_TAT,Tyrosine metabolism_TAT,Cysteine and methionine metabolism_TAT	NA
chr16_71821874_111732398	C16orf74,LOC339059,TRAPPC2L,BCO1,VPS9D1-AS1,FAM92B,GCSH,PKD1L2,MIR3182,LOC100289580,MIR6774,FOXC2-AS1,ADAMTS18,DEF8,CYBA,HSD17B2,HPR,FOXL1,FLJ30679,AFG3L1P,MIR4720,TMEM170A,RFWD3,MON1B,FANCA,FA2H,TCF25,COTL1,CLEC3A,AP1G1,NECAB2,KLHDC4,LDHD,LOC101927793,ZNF276,ZNF469,ATP2C2,ADAD2,KCNG4,PLCG2,MIR5189,CDYL2,CDH13,ZFPM1,ZDHHC7,MAP1LC3B,FOXC2,NPIPB15,CHST5,LOC105371414,KIAA0513,SLC38A8,TAF1C,MAF,LOC400553,ADAT1,VPS9D1,C16orf95,MLKL,TERF2IP,LOC101928203,ZFHX3,LOC100287036,ANKRD11,CMIP,CFDP1,SLC7A5,LOC101928446,PSMD7,LINC01227,LOC102724084,SPG7,MAFTRR,BCAR1,SPIRE2,LOC101928557,OSGIN1,CNTNAP4,CTRB2,GAS8-AS1,IRF8,LOC101928682,GAS8,LOC101928737,CMC2,SYCE1L,WDR59,CA5A,SPATA33,GAN,CLEC18B,MIR6775,CENPBD1,VAT1L,FBXO31,COX4I1,LOC440390,MVD,C16orf47,TXNL4B,MIR4719,LOC105376772,LOC101928708,ZNF821,KLHL36,MC1R,LOC100129697,HCCAT5,DHX38,CDT1,MIR1910,GSE1,LOC100506281,RNF166,LOC102724344,MPHOSPH6,LOC283922,LOC400548,MTHFSD,LINC00304,SDR42E1,CENPN,SLC22A31,LINC01081,MBTPS1,PMFBP1,CTU2,URAHP,CDH15,WFDC1,DBNDD1,NUDT7,TUBB3,GALNS,EMC8,LINC00311,USP10,MIR5093,MIR4722,DHODH,LOC102724163,CHST6,CRISPLD2,WWOX,GABARAPL2,CTRB1,MIR6504,LOC101928614,FOXF1,ZFP1,FAM157C,PIEZO1,JPH3,DYNLRB2,HSDL1,PRCAT47,FENDRR,APRT,LOC400558,LOC101927817,GLG1,SNORD68,LINC01082,LINC01572,HSBP1,TMEM231,LOC100129617,CPNE7,PRDM7,BANP,C16orf46,SPATA2L,IST1,SNAI3,ATMIN,LINC01568,CHMP1A,LINC00917,TLDC1,ATXN1L,MLYCD,LOC101928880,LOC101928417,GINS2,KARS,MIR8058,CDK10,DNAAF1,ZNRF1,LOC146513,LINC01229,ZC3H18,ACSF3,IL17C,MIR7854,LOC102724467,LOC101928035,ZCCHC14,PKD1L3,RPL13,ZNF778,PABPN1L,CBFA2T3,DPEP1,LOC101928659,HP,SNAI3-AS1	NA	FANCA_TSG,MAF_oncogene/fusion,ZFHX3_TSG
chr16_53382_3029728	MSRB1,TRAF7,ABCA3,SNHG9,GFER,MIR6859-2,TBC1D24,TPSAB1,PRSS33,RPS2,RNPS1,DNASE1L2,LOC105371046,STUB1,NDUFB10,FBXL16,LOC729652,PGP,WDR24,PRSS22,RPUSD1,MIR6767,LOC105371038,KREMEN2,NPRL3,CCDC154,LINC00235,AXIN1,MIR3677,NUBP2,SNORA10,RAB40C,LUC7L,SNHG19,PDIA2,MIR3177,MSLN,TMEM204,TPSG1,MIR6511B1,HAGH,CACNA1H,TELO2,LOC105371049,JMJD8,PKD1,POLR3K,FAHD1,WFIKKN1,PRR35,NOXO1,PDPK1,MIR4717,PRR25,SRRM2-AS1,TBL3,HN1L,C16orf59,CCNF,MAPK8IP3,LOC106660606,HS3ST6,SNORD60,PRSS30P,MIR3178,SYNGR3,SSTR5-AS1,PTX4,MCRIP2,ARHGDIG,WDR90,RAB11FIP3,MRPS34,MIR6511B2,HAGHL,EME2,MIR6859-3,WASIR2,CAPN15,UBE2I,RNF151,FLYWCH1,C16orf91,MEIOB,CHTF18,GNG13,ZNF598,RPL3L,MIR4516,NTHL1,CLCN7,MIR1225,AMDHD2,NARFL,NPW,MIR3180-5,BAIAP3,TPSB2,MIR3176,PIGQ,LOC100134368,HBZ,RGS11,HBQ1,PRSS27,DDX11L10,IFT140,ELOB,ATP6V0C,TPSD1,LINC00254,LMF1,FLYWCH2,LOC652276,TSR3,NME3,FLJ42627,MRPL28,SOX8,CRAMP1,ERVK13-1,DECR2,ECI1,IGFALS,UNKL,RHBDF1,PRSS21,MIR6859-4,MIR940,ABCA17P,SLC9A3R2,SNRNP25,TSC2,CCDC78,ZG16B,MPG,CEMP1,BRICD5,METRN,FAM173A,MLST8,NHLRC4,RHOT2,SRRM2,NTN3,METTL26,MIR6859-1,SSTR5,LMF1-AS1,MIR6768,MIR5587,RAB26,PRSS41,FAM234A,MIR662,RHBDL1,PKMYT1,NME4,KCTD5,CASKIN1,HBM,GNPTG,TMEM8A,SNORA78,C1QTNF8,E4F1,SNORA64,HBA2,LOC105371184,HBA1,PAQR4,SPSB3	mTOR signaling pathway_WDR24/NPRL3/TELO2/PDPK1/TSC2/MLST8	AXIN1_TSG,TSC2_TSG
chr16_3209007_4207857	DNASE1,ZNF263,OR1F1,MEFV,LINC00921,TIGD7,LOC102724927,ZNF174,CREBBP,ZNF597,NAA60,SLX4,OR2C1,MTRNR2L4,C16orf90,CLUAP1,ZNF75A,MIR6126,ZSCAN32,ADCY9,TRAP1,OR1F2P,NLRC3,ZNF200	NA	CREBBP_oncogene/TSG
chr16_5710012_10515221	CARHSP1,LINC01177,LINC01195,TMEM186,LOC101927009,METTL22,USP7,RBFOX1,PMM2,GRIN2A,ABAT,C16orf72,TMEM114,ATF7IP2	NA	GRIN2A_TSG
chr16_13628968_15009219	MIR3180-3,MIR193B,MIR3180-2,PARN,NPIPA2,MIR365A,ERCC4,LOC101927348,LOC101927311,MIR3670-1,MIR3179-3,MIR3180-1,MIR3179-2,MIR3670-4,LOC105447648,MIR3179-4,ABCC6P2,BFAR,MIR3670-3,MKL2,MIR193BHG,PLA2G10,MIR3179-1,NOMO1,NPIPA3,MIR3670-2	NA	ERCC4_TSG
chr16_16597324_17586759	LOC102723692,XYLT1	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate_XYLT1,Glycosaminoglycan biosynthesis - heparan sulfate / heparin_XYLT1	NA
chr16_23890562_24259843	PRKCB,MIR1273H	African trypanosomiasis_PRKCB,Aldosterone-regulated sodium reabsorption_PRKCB,Carbohydrate digestion and absorption_PRKCB,Endocrine and other factor-regulated calcium reabsorption_PRKCB,VEGF signaling pathway_PRKCB,Long-term depression_PRKCB,Non-small cell lung cancer_PRKCB,Long-term potentiation_PRKCB,Amphetamine addiction_PRKCB,B cell receptor signaling pathway_PRKCB,Glioma_PRKCB,Thyroid hormone synthesis_PRKCB,Leishmaniasis_PRKCB,Gastric acid secretion_PRKCB,EGFR tyrosine kinase inhibitor resistance_PRKCB,ErbB signaling pathway_PRKCB,Insulin secretion_PRKCB,Gap junction_PRKCB,GABAergic synapse_PRKCB,Salivary secretion_PRKCB,Fc gamma R-mediated phagocytosis_PRKCB,Morphine addiction_PRKCB,GnRH signaling pathway_PRKCB,NF-kappa B signaling pathway_PRKCB,Circadian entrainment_PRKCB,Aldosterone synthesis and secretion_PRKCB,Pancreatic secretion_PRKCB,Amoebiasis_PRKCB,Inflammatory mediator regulation of TRP channels_PRKCB,Phosphatidylinositol signaling system_PRKCB,AGE-RAGE signaling pathway in diabetic complications_PRKCB,Choline metabolism in cancer_PRKCB,HIF-1 signaling pathway_PRKCB,Melanogenesis_PRKCB,Parathyroid hormone synthesis, secretion and action_PRKCB,Insulin resistance_PRKCB,Leukocyte transendothelial migration_PRKCB,Cholinergic synapse_PRKCB,Serotonergic synapse_PRKCB,Glutamatergic synapse_PRKCB,Thyroid hormone signaling pathway_PRKCB,Sphingolipid signaling pathway_PRKCB,Vascular smooth muscle contraction_PRKCB,Dopaminergic synapse_PRKCB,Natural killer cell mediated cytotoxicity_PRKCB,Hepatitis B_PRKCB,Wnt signaling pathway_PRKCB,Retrograde endocannabinoid signaling_PRKCB,mTOR signaling pathway_PRKCB,Oxytocin signaling pathway_PRKCB,Hepatocellular carcinoma_PRKCB,Influenza A_PRKCB,Calcium signaling pathway_PRKCB,Chemokine signaling pathway_PRKCB,Focal adhesion_PRKCB,Proteoglycans in cancer_PRKCB,Rap1 signaling pathway_PRKCB,Ras signaling pathway_PRKCB,MAPK signaling pathway_PRKCB,MicroRNAs in cancer_PRKCB	NA
chr16_30732374_36345446	ITGAM,CLUHP3,C16orf58,ZNF646,LOC390705,SRCAP,PYCARD-AS1,RNF40,BCKDK,TP53TG3F,SETD1A,YBX3P1,ZNF843,COX6A2,TP53TG3E,PHKG2,LINC01566,ZNF668,VKORC1,ENPP7P13,SLC6A10P,ITGAD,TP53TG3D,STX1B,TP53TG3,SLC5A2,MIR4519,FRG2KP,PRSS8,TGFB1I1,MIR762HG,MIR762,PRSS36,KAT8,LINC00273,LOC102723753,TRIM72,FBXL19-AS1,ARMC5,ORAI3,TP53TG3C,FUS,HERC2P4,FLJ26245,PRSS53,ZNF267,FBXL19,AHSP,TP53TG3HP,FRG2DP,PYCARD,STX4,ZNF629,PYDC1,TMEM265,CCDC189,ZNF720,ITGAX,BCL7C,TP53TG3B,CTF1,UBE2MP1,HSD3B7	NA	FUS_TSG/fusion
chr16_44624430_48507632	ITFG1,VPS35,C16orf87,LOC100507577,SHCBP1,NETO2,ABCC12,DNAJA2,ANKRD26P1,ORC6,GPT2,LOC101927132,MYLK3,LOC100507534,LONP2,PHKB,ABCC11,MIR5095,ITFG1-AS1,SIAH1	ABC transporters_ABCC12/ABCC11	NA
chr17_49063828_71255565	ACE,MILR1,RGS9,CRAT40,KCNJ2,TUBD1,MIR4315-2,OR4D1,MIR4729,ABCA8,VMP1,ABCA9-AS1,DDX42,DYNLL2,LINC01497,SOX9,LINC01476,VEZF1,TSPOAP1,AMZ2,SEPT4,WFDC21P,LPO,ARHGAP27P1-BPTFP1-KPNA2P3,PSMC5,DDX5,SMG8,MIR548AA2,PECAM1,C17orf67,CPSF4L,SNORA38B,POLG2,TBX4,FAM20A,MAP3K3,MMD,LINC02095,DGKE,NOG,PRR29,MPO,TANC2,MIR301A,KIF2B,LOC101927877,SLC39A11,LINC00674,CACNG5,CYB561,GH2,ABCA10,LIMD2,PRKAR1A,SCPEP1,COX11,C17orf58,MARCH10,LINC02072,NME2,SPAG9,MIR5047,SNORD104,KCNJ2-AS1,SCARNA20,LINC01028,CACNG1,HELZ,SNHG25,CA4,PTRH2,RNFT1,C17orf112,BPTF,CUEDC1,CCDC182,UTP18,KPNA2,LOC101928021,MIR6080,SMARCD2,BRIP1,SLC16A6,AKAP1,SUPT4H1,SSTR2,LINC02071,TEX2,RAD51C,C17orf80,LOC100507002,PLEKHM1P1,ABCA6,MIR4737,PCTP,GH1,LOC101927755,MIR635,ANKFN1,MRC2,AXIN2,LOC101927539,PRKCA-AS1,MSX2P1,C17orf64,NOL11,MTMR4,ARHGAP27P1,PSMD12,APOH,TCAM1P,TLK2,DCAF7,CD79B,MIR454,HSF5,LINC01482,TSPOAP1-AS1,WIPI1,LINC00511,LINC02097,MIR4736,METTL2A,TACO1,KCNH6,MIR142,MTVR2,PITPNC1,RNF43,MKS1,MIR4524B,MIR634,FTSJ3,TEX14,SRSF1,LINC00673,NACA2,CA10,AMZ2P1,TBC1D3P2,COG1,CSHL1,TBC1D3P1-DHX40P1,PPM1E,ABCA5,MRPS23,TOM1L1,TBX2,LINC01999,MIR3064,LOC101927557,MED13,KCNJ16,ERN1,CEP112,CASC17,PRR29-AS1,NME1-NME2,LOC105371849,COIL,APPBP2,OR4D2,EPX,TRIM25,MSI2,SOX9-AS1,SCN4A,MBTD1,USP32,SEPT4-AS1,NME1,ARSG,SNORA50C,MIR548D2,CSH1,C17orf82,LRRC37A3,ICAM2,MIR21,GNA13,LOC101927855,EFCAB3,GDPD1,BCAS3,LOC653653,DHX40,PRR11,PRKCA,FAM104A,CEP95,CACNG4,CLTC,LOC729683,HLF,PRO1804,LINC01152,MIR633,SKA2,C17orf47,MIR4524A,LINC01483,PPM1D,CSH2,TBX2-AS1,LOC440461,STXBP4,YPEL2,TRIM37,LINC02003,LOC101927666,LOC102723517,SMURF2,TMEM100,CCDC47,HEATR6,INTS2,RNF126P1,STRADA,MIR4315-1,RPS6KB1,MAP2K6,ABCA9,MIR3614	ABC transporters_ABCA8/ABCA10/ABCA6/ABCA5/ABCA9	DDX5_oncogene,BRIP1_TSG,AXIN2_TSG,CD79B_oncogene,MSI2_oncogene/fusion,CLTC_TSG,HLF_oncogene/fusion,PPM1D_oncogene
chr17_71768253_80329354	RPTOR,KIF19,SRSF2,HID1,GALR2,C17orf77,LINC02080,SGSH,SRP68,LOC100507351,CEP131,MGC16275,SYNGR2,MIR6785,CARD14,TK1,SNHG16,SLC25A10,CHMP6,MIR4738,MIR4730,OTOP2,MRPS7,GPR142,SNORD1C,FAAP100,LOC101928674,RNF157-AS1,CD300C,MAFG,ENDOV,SMIM5,ST6GALNAC2,RBFOX3,SIRT7,SNHG20,METTL23,CYTH1,NDUFAF8,DCXR,CASKIN2,AATK,TMEM235,GALK1,MIR636,FSCN2,ANAPC11,UNC13D,MIR4740,MRPL38,TMC8,CD300LF,MIR4316,MIR1250,CEP295NL,USP36,PCYT2,ARHGDIA,LGALS3BP,FASN,FBF1,MIR4739,UNK,LINC01979,ATP5H,CD7,LINC00469,RFNG,CBX4,NUP85,TNRC6C-AS1,BAHCC1,MIR3615,NPTX1,LINC02081,SUMO2,SPHK1,LOC101928855,GPS1,JMJD6,ASPSCR1,SECTM1,MRPL58,ZACN,FDXR,ARMC7,MIR3678,MIR3186,BIRC5,SNORD134,LINC00482,SEPT9,OXLD1,HID1-AS1,DNAH17,FOXJ1,ITGB4,UBALD2,LOC100130520,CYGB,NAT9,TIMP2,LINC00868,DUS1L,GGA3,C1QTNF1-AS1,CCDC57,GCGR,TEX19,MIF4GD,P4HB,PYCR1,TSPAN10,RAB37,GRB2,NPB,MIR6868,BTBD17,MXRA7,SLC38A10,LINC01973,MRPL12,C17orf99,EXOC7,SLC16A5,LOC105371907,CCDC137,LINC01987,MFSD11,LLGL2,CBX8,RNF157,LOC105371899,QRICH2,LRRC45,CSNK1D,LOC100130370,CD300LD,PRCD,MYO15B,ACOX1,ENPP7,MYADML2,AATK-AS1,MCRIP1,SEC14L1,SLC26A11,TMC6,CDR2L,SNORD1A,LINC02092,HN1,ENGASE,UBE2O,LOC100287042,CCDC40,PRPSAP1,SCARNA16,CD300E,MIR6786,MIR4538,TMEM104,KCTD2,MIR657,ARL16,LINC01970,SOCS3,LINC01993,SLC16A3,PGS1,DNAH17-AS1,ACTG1,CD300LB,H3F3B,LOC105371925,RPL38,DNAI2,NOTUM,WBP2,TTYH2,GRIN2C,LINC01978,TEN1,CD300A,AANAT,HGS,USH1G,EVPL,TMEM105,NT5C,MAFG-AS1,FADS6,BAIAP2,TRIM65,TSEN54,PDE6G,SNORD1B,CENPX,CBX2,SLC25A19,OTOP3,CDK3,BAIAP2-AS1,NPLOC4,SLC9A3R1,SMIM6,TEN1-CDK3,LOC100294362,MGAT5B,GPRC5C,C1QTNF1,TNRC6C,LINC02078,RECQL5,TRIM47,MIR3065,RHBDF2,TMEM94,TEPSIN,MIR338,CANT1,LOC105274304,AFMID,PPP1R27,EIF4A3,ST6GALNAC1,ALYREF,TBC1D16,RAC3,SAP30BP,RNF213,MIR6516,GAA,MIR6787	NA	ASPSCR1_oncogene,H3F3B_oncogene,CANT1_oncogene
